2070,-149.883,61.1944
2071,-149.8701,61.1402
2074,-149.3651,61.569
2188,-149.532,61.3113
2710,-131.7232,55.3752
2722,-147.683,64.8589
3814,-134.5152,58.3568
4359,-149.7426,61.2127
287,-87.2577,33.8452
298,-86.1569,34.2163
300,-85.7636,33.7909
301,-85.988,34.0132
306,-86.5005,34.3418
315,-86.4536,33.9682
316,-86.0936,33.9938
329,-85.8183,33.719
332,-86.6722,34.7434
355,-85.4128,32.6382
356,-85.4992,32.5721
362,-87.8379,33.9351
375,-86.5887,34.7057
394,-87.2781,34.4943
403,-87.7316,34.4899
409,-87.5961,34.2383
423,-86.8061,33.2306
424,-86.612,32.8197
425,-87.1695,32.9643
432,-86.0822,33.439
433,-86.5897,34.7624
434,-86.5671,34.6256
483,-86.4163,32.4628
562,-86.5247,33.558
604,-85.4395,31.2647
660,-87.6698,34.746
661,-86.9807,34.7902
662,-86.9993,34.5591
670,-86.8434,34.1486
681,-86.3138,34.3187
691,-85.7887,34.4555
700,-87.0137,32.4323
712,-86.0079,34.6665
715,-87.5199,33.1676
723,-85.9617,31.7783
726,-86.0063,32.9643
730,-86.2858,33.175
731,-87.8486,32.4961
733,-85.1728,32.8225
734,-85.831,31.3226
740,-85.6526,31.4444
762,-86.7029,33.5889
763,-86.9135,33.467
764,-86.9991,33.371
766,-87.6258,34.8343
809,-85.8423,33.5945
853,-88.225,30.6767
863,-85.3588,33.1497
866,-88.1577,30.5944
904,-87.6821,30.3933
930,-86.2326,32.3303
934,-87.9071,30.6228
938,-86.1825,32.3853
991,-88.125,30.6844
1052,-87.8243,33.7064
1063,-85.8952,31.0486
1091,-86.4438,31.3189
1100,-87.9921,34.1195
1101,-86.2122,32.5074
1124,-86.9459,34.4513
1158,-86.9227,33.5809
1174,-87.7368,31.9433
1201,-86.8267,33.6483
1212,-88.0956,30.8005
1229,-86.8309,33.3603
1284,-85.046,32.5006
1462,-86.6469,31.8496
1481,-86.8213,33.4482
1493,-87.3307,31.481
1620,-87.0671,31.1466
1638,-85.169,31.8467
1711,-86.7193,33.5274
2111,-86.6781,33.4186
2306,-87.6111,33.2355
2488,-86.9812,34.5893
2534,-85.4018,31.1773
2690,-86.7449,34.6791
2713,-86.6269,33.6398
2723,-87.0437,33.7445
2739,-87.7903,30.8844
2748,-87.6871,30.2671
2760,-87.88,31.5454
3184,-86.799,33.3926
3271,-86.751,33.1449
3386,-86.4298,33.778
4187,-87.6902,34.8437
4188,-87.6566,34.818
4189,-86.8511,33.2795
4318,-86.3839,32.5058
4330,-86.6195,33.3489
4333,-87.8535,30.5247
4407,-86.138,32.3636
4497,-86.9715,33.4547
4504,-86.8216,33.4679
4580,-86.7918,33.4286
4581,-88.2463,30.6389
4648,-88.195,30.6791
4657,-88.1893,30.6415
5098,-88.1628,30.6496
5100,-86.684,33.6381
5113,-86.2772,33.6094
5126,-85.7071,34.1577
5174,-88.2303,30.7605
5197,-86.4846,34.6595
5262,-86.7911,33.3339
5348,-86.2704,32.3665
5653,-87.5943,30.2692
5703,-86.768,34.75
7254,-86.6044,34.7966
1,-94.1491,36.3315
2,-93.1289,36.2612
4,-94.5142,36.1816
5,-92.4397,35.1063
7,-92.2358,34.8379
8,-92.7241,35.1691
11,-92.341,36.3553
16,-94.3553,35.4656
18,-91.255,35.605
24,-92.1082,34.8865
33,-93.8519,33.9283
36,-90.5244,36.06
45,-90.6808,35.8202
52,-93.0895,34.4913
54,-94.1452,36.1663
55,-93.9018,35.1434
57,-90.9744,36.0752
58,-93.105,35.2805
62,-89.873,35.9296
66,-93.4632,35.4493
67,-94.2226,34.5879
68,-90.7781,35.2521
70,-90.2017,35.1668
71,-90.969,36.2534
74,-90.011,35.7
76,-93.5858,36.3771
83,-93.2121,33.2767
85,-92.5806,34.5774
91,-90.7906,35.0331
100,-94.2248,36.3682
102,-91.5755,34.479
119,-91.6141,35.7627
124,-92.3729,34.67
125,-94.412,35.3282
126,-92.3983,34.7283
127,-92.8325,34.389
128,-90.7344,35.8159
133,-94.1286,33.6719
141,-94.3396,35.3482
144,-94.2011,36.052
157,-91.6861,35.2494
160,-91.5988,36.2369
167,-91.9415,33.1375
169,-91.894,34.805
171,-92.837,33.5672
209,-93.8438,35.5037
229,-90.5236,35.6791
230,-93.7162,35.2934
235,-90.595,36.4115
261,-93.0617,34.4553
279,-94.3203,34.0455
281,-92.0293,35.5063
289,-91.3819,33.6052
296,-93.1665,35.2179
318,-93.0966,34.1199
336,-92.3999,34.3014
339,-92.4352,33.8202
348,-91.8035,33.6368
358,-94.2323,35.4799
359,-94.1469,36.1231
373,-93.7333,36.0855
380,-94.1053,34.8997
388,-94.365,35.4031
468,-94.0415,33.4609
530,-92.6654,33.2391
714,-90.6581,34.5555
788,-92.454,35.5623
1065,-93.6145,33.6813
1105,-92.2147,34.787
1114,-92.1019,35.8686
1147,-92.6024,36.2769
2203,-94.2167,36.3644
2431,-91.7509,35.2455
2575,-92.5006,35.0728
2587,-92.04,34.9776
2741,-94.171,36.3543
2742,-94.1619,36.1744
2743,-92.2321,34.8334
2744,-94.3755,35.3625
2745,-94.1223,36.0888
2997,-94.175,36.0729
3032,-94.4859,36.2595
3033,-94.4526,36.4149
3034,-94.3307,35.9718
3168,-92.463,35.0925
3230,-92.4948,34.6246
3231,-94.3018,35.2217
3331,-92.0061,34.1772
3479,-94.1242,36.3131
4168,-91.9064,35.0672
4460,-92.3933,34.8311
4686,-94.2249,36.3378
5244,-92.4893,34.811
5260,-94.1512,36.2788
5433,-93.0543,34.6496
5666,-92.304,34.759
5706,-92.4094,34.7483
5737,-94.2094,36.0771
5738,-94.0921,36.164
5783,-92.4055,34.8516
5822,-94.1837,36.3089
5837,-94.1854,36.2966
7368,-94.2144,36.3575
1149,-109.731,32.8325
1175,-111.6645,35.1765
1218,-111.712,32.8771
1230,-110.0183,34.2019
1240,-110.2605,31.5576
1291,-110.8394,32.2336
1299,-111.9967,34.7119
1324,-110.9332,31.3667
1325,-110.963,32.2875
1328,-110.7004,35.0419
1334,-110.8357,33.4127
1364,-114.368,34.5745
1369,-111.3243,34.2456
1370,-114.597,35.084
1381,-111.5719,33.415
1411,-110.9824,31.9121
1417,-112.4083,34.5541
1442,-111.486,36.9045
1474,-114.6017,32.6748
1512,-111.8547,33.3377
1532,-112.1847,33.6365
1533,-112.233,33.5797
1549,-112.2234,33.4703
1598,-111.9816,33.6385
1612,-111.0003,32.1342
1646,-111.699,33.3916
1746,-111.968,33.3494
1846,-109.5594,31.339
2051,-114.033,35.222
2112,-111.8903,33.508
2113,-112.092,33.5219
2482,-111.876,33.4346
2512,-112.0974,33.6376
2515,-112.0017,33.4788
2554,-112.3383,33.4599
2657,-111.9473,33.3038
2671,-111.838,33.2892
2766,-111.8935,33.6251
2767,-111.7324,33.4493
2768,-111.8051,33.3798
2777,-112.358,33.6428
2778,-111.5224,33.0001
2922,-111.0167,32.3443
3049,-110.8423,32.1934
3142,-111.0492,32.3387
3143,-110.8063,32.2203
3241,-112.2348,33.6514
3314,-112.219,33.5386
3315,-112.1502,33.6555
3316,-112.2553,33.4804
3357,-110.9097,32.2509
3360,-111.7916,33.2793
3377,-111.0265,32.1328
3379,-110.938,32.4262
3407,-112.5594,33.4321
3465,-112.27,33.5099
3604,-112.3619,33.4933
3730,-112.3407,34.5918
3751,-111.5773,33.1718
3771,-112.135,33.3907
3799,-111.8388,33.3803
3807,-110.3157,31.9705
3833,-111.6007,33.3842
3844,-112.1705,33.5657
3845,-112.202,33.5804
3846,-111.7701,33.4517
3861,-111.6864,33.3213
3884,-110.9188,32.2233
3896,-112.279,33.6848
4060,-111.9299,33.4147
4218,-112.393,33.6232
4232,-111.979,33.5969
4233,-112.202,33.7127
4252,-111.6139,35.1996
4264,-110.9772,32.3508
4293,-112.03,33.378
4324,-111.8081,33.3071
4325,-114.4942,32.6694
4336,-112.3374,33.6098
4337,-114.785,32.5081
4430,-112.005,33.0315
4451,-111.632,33.2513
4473,-111.0132,32.2932
4543,-114.277,34.1565
4603,-110.874,32.2063
5031,-111.0893,32.3562
5124,-112.1817,33.5515
5186,-111.7393,33.3049
5189,-112.1693,33.4958
5190,-112.1128,33.7093
5257,-111.7198,33.4238
5303,-112.4815,34.5574
5304,-111.7728,33.3804
5329,-112.1502,33.8688
5330,-112.1319,33.5268
5331,-112.2235,33.4205
5332,-111.8147,33.4527
5342,-114.648,32.6829
5349,-111.6542,33.3636
5369,-112.3983,33.4573
5428,-111.7397,33.3846
5429,-112.4205,33.6123
5626,-110.9533,32.1855
5768,-111.928,33.3938
5799,-110.7708,32.1902
5835,-111.9627,33.7966
5858,-110.7813,32.0891
1554,-121.274,38.0234
1555,-115.577,32.8131
1563,-118.1701,34.6922
1574,-119.0292,35.2988
1575,-121.5733,39.4968
1583,-120.081,36.975
1587,-121.037,37.6732
1588,-117.3542,34.4656
1600,-117.6733,35.6071
1608,-122.2324,40.1622
1615,-121.868,38.009
1616,-120.6376,40.4089
1624,-118.961,35.3914
1630,-122.646,41.6997
1645,-119.6762,36.3217
1651,-122.2521,38.1834
1660,-118.1446,34.6093
1692,-117.3063,34.0502
1693,-117.223,34.0651
1697,-121.3916,38.4117
1700,-117.035,32.9597
1704,-121.959,38.3647
1747,-117.2273,33.8187
1755,-122.714,38.3511
1756,-117.428,34.1057
1760,-121.168,38.6702
1789,-121.303,38.1132
1805,-116.2811,33.7072
1815,-119.861,36.8106
1826,-119.272,36.3255
1832,-116.487,33.8131
1840,-121.2185,37.7856
1853,-117.0082,33.727
1859,-115.4972,32.6964
1862,-117.3721,34.072
1877,-119.0449,36.0836
1879,-116.992,34.884
1881,-121.3945,38.7128
1882,-119.6344,36.5774
1899,-117.2853,33.9385
1903,-121.654,39.1447
1910,-124.19,41.7731
1912,-117.52,33.891
1914,-117.195,34.1365
1915,-116.394,34.1294
1917,-116.99,32.8424
1922,-117.5287,34.1055
1941,-117.8258,34.1163
1963,-120.874,37.508
1972,-121.768,37.6993
1979,-122.616,38.931
1983,-120.9399,37.582
1988,-121.2877,38.7873
1989,-120.465,34.6628
1992,-117.679,34.1061
2001,-119.718,36.7366
2002,-121.5513,37.0085
2025,-121.4649,37.7548
2028,-117.455,33.9369
2030,-120.364,37.9736
2031,-122.067,37.6046
2032,-119.159,34.2218
2039,-120.502,37.318
2044,-121.8051,39.7233
2048,-122.0342,38.2776
2052,-123.219,39.137
2053,-122.2178,39.5257
2054,-120.806,38.3578
2077,-117.296,33.6626
2082,-118.0608,33.8724
2094,-117.217,33.1726
2099,-120.681,35.616
2110,-118.145,33.9023
2117,-120.8788,37.054
2119,-121.921,37.4314
2150,-117.034,32.5833
2161,-121.887,37.6981
2177,-117.114,32.8054
2190,-121.741,38.6754
2206,-117.714,33.562
2218,-117.6711,33.6796
2226,-118.3523,33.8552
2242,-117.9381,33.8363
2245,-117.288,33.2427
2251,-117.9321,33.9983
2253,-116.9019,32.8227
2277,-119.7169,36.8102
2280,-122.11,37.4008
2288,-117.758,34.0293
2291,-117.0941,32.6507
2292,-117.9086,34.1049
2297,-118.5692,34.3834
2333,-117.2233,34.5256
2401,-117.985,34.1358
2418,-120.8285,38.7039
2457,-121.292,38.596
2458,-121.65,36.718
2479,-117.0535,32.7416
2494,-117.3471,33.1813
2495,-117.994,33.7676
2507,-120.4201,34.92
2517,-117.917,33.7381
2523,-117.866,33.9107
2524,-121.799,37.256
2526,-118.5669,34.2776
2527,-117.6061,33.4537
2536,-119.331,36.2251
2537,-122.3431,40.5839
2546,-117.835,33.8253
2553,-122.79,38.5286
2556,-120.5978,35.128
2557,-119.0955,35.3863
2568,-118.4495,34.2226
2598,-121.506,38.6355
2609,-118.158,33.8323
2621,-118.7918,34.281
2636,-117.9867,33.7002
2648,-122.178,37.7147
2697,-121.762,37.9634
2708,-117.0951,33.4804
2735,-121.434,38.4984
2826,-116.2154,33.6992
2842,-117.5413,33.8459
2886,-118.1028,33.9867
2925,-122.283,38.309
2948,-118.0499,33.9407
2949,-118.1895,33.7734
2950,-118.0426,34.5562
2951,-118.0979,34.6925
2952,-117.1925,33.5533
2960,-118.3357,34.0103
2985,-119.8071,36.8396
2989,-121.943,37.5113
3022,-121.2924,38.004
3023,-121.7727,37.3135
3025,-121.9887,37.2916
3026,-116.4008,33.728
3046,-120.9766,37.6643
3047,-120.8475,37.5156
3084,-117.0663,33.132
3086,-118.2439,34.0609
3087,-119.179,34.1755
3090,-121.2404,38.7846
3099,-118.0387,33.8457
3101,-117.995,33.8328
3123,-121.9855,37.3903
3131,-117.3742,34.1228
3133,-117.9491,34.0464
3147,-118.7079,34.2756
3179,-118.9098,34.1865
3180,-118.1876,33.9545
3248,-117.966,33.9147
3276,-117.336,34.1655
3352,-121.3736,38.0498
3455,-122.3284,37.9801
3464,-117.7191,33.9966
3477,-118.0906,33.8294
3493,-122.1123,37.9963
3494,-117.1235,33.1357
3516,-116.965,32.6276
3522,-117.9623,34.0719
3523,-118.5003,34.4189
3524,-116.9684,32.8042
3555,-117.5577,34.0063
3587,-121.2023,38.8026
3650,-119.2099,34.257
3652,-121.5515,38.5906
3712,-121.294,38.6914
3796,-117.6723,34.0828
4127,-121.7879,38.6809
4134,-117.9911,33.775
4169,-116.9366,32.7976
4173,-118.0735,33.8301
4238,-119.5779,36.7057
4309,-121.223,38.6791
4340,-117.3717,34.4255
4392,-117.3959,34.512
4488,-121.801,36.6931
5007,-121.9511,38.3509
5023,-117.0993,32.6748
5032,-117.991,33.8464
5072,-118.3002,33.8567
5075,-117.2978,33.1771
5096,-116.385,33.7983
5133,-122.2889,40.437
5134,-119.1,35.3066
5136,-121.5745,39.1274
5139,-121.8195,38.4679
5140,-117.0092,32.7776
5152,-118.625,34.1879
5154,-118.0823,34.0505
5156,-116.9467,33.9259
5162,-118.576,34.4441
5164,-118.083,33.9183
5192,-121.3299,38.7035
5193,-117.181,33.936
5215,-119.2474,35.7449
5230,-121.3839,38.6089
5305,-117.0805,32.6102
5335,-115.55,32.9598
5337,-119.6951,36.8389
5338,-117.1639,32.8303
5394,-119.3983,36.5453
5425,-116.956,33.7667
5426,-121.9847,37.5203
5434,-122.132,37.6883
5435,-121.8587,37.3301
5457,-122.1982,37.74
5600,-117.6014,33.6408
5601,-117.9871,33.6557
5603,-118.1479,33.9282
5604,-118.3624,33.9002
5605,-118.4488,34.2346
5606,-121.7636,38.6614
5608,-121.9959,38.3446
5609,-122.2544,38.1264
5610,-121.9291,37.7293
5611,-121.8769,37.69
5629,-124.1904,40.7807
5633,-119.6809,36.8071
5634,-119.7308,36.8362
5635,-119.3301,36.3407
5637,-117.3749,33.2
5638,-117.1445,32.7059
5639,-117.9424,33.801
5640,-117.9084,33.8194
5641,-117.9349,33.9162
5642,-118.1593,34.1872
5643,-119.1788,34.237
5644,-117.834,33.699
5658,-120.4195,34.9189
5659,-120.4527,34.9479
5661,-118.0133,33.9186
5664,-119.0781,34.219
5683,-121.3923,38.4107
5684,-117.0077,32.7751
5685,-118.7408,34.2797
5687,-117.7417,33.657
5688,-118.1633,33.9702
5690,-117.2419,34.1347
5691,-117.63,34.1084
5701,-120.0437,36.7327
5710,-120.992,37.6946
5751,-121.666,36.6981
5766,-121.6546,37.1505
5843,-121.1422,37.4629
5848,-121.4166,38.3926
5874,-118.3535,33.8278
5884,-121.88,37.2555
5886,-117.2659,33.0692
5890,-120.609,37.3408
5930,-117.9198,33.8575
5938,-117.0893,32.5869
5954,-117.8874,34.0733
5956,-119.3104,36.2967
5979,-121.2919,38.8886
5980,-121.225,38.7424
5981,-121.3248,38.6625
5982,-121.399,38.617
5996,-117.0624,33.1298
842,-104.6096,38.3139
869,-105.9032,37.4805
905,-105.0492,40.1583
921,-106.028,38.5215
924,-103.235,40.6258
953,-105.0399,40.4072
962,-104.521,37.1383
966,-108.562,37.3466
980,-104.716,40.387
984,-104.8646,39.4116
986,-106.095,39.5874
1001,-104.6649,38.2323
1008,-105.0769,40.4596
1019,-105.1918,38.448
1045,-105.1032,40.005
1058,-107.8654,38.4616
1095,-107.323,39.5291
1199,-106.5166,39.6347
1200,-104.7704,38.8375
1208,-105.14,39.7663
1231,-104.985,39.8765
1252,-104.911,39.5626
1273,-104.7209,38.7261
1280,-108.5286,39.0777
1308,-105.0834,39.6362
1384,-103.592,37.9996
1434,-104.84,38.8242
1492,-104.8262,39.702
1550,-106.926,38.553
1659,-104.8258,39.9718
1689,-104.8102,39.612
1808,-106.83,40.4825
1896,-104.794,38.9519
2125,-105.0809,39.7407
2223,-105.0567,39.8681
2270,-107.885,37.2692
2293,-105.327,39.7011
2672,-102.603,38.0884
2729,-105.0548,40.5862
2751,-104.9948,39.6561
2752,-104.9281,39.8045
2892,-104.7683,39.5139
3019,-104.975,39.855
3020,-105.1628,39.8145
3021,-104.9146,39.6759
3082,-104.7585,38.8084
3083,-104.7468,38.843
3096,-105.2551,40.0353
3125,-105.0349,39.6106
3126,-104.7941,39.6253
3127,-104.8114,39.7862
3128,-104.8887,39.6903
3175,-104.7555,38.8928
3176,-104.7928,38.8575
3177,-105.0795,40.5213
3227,-104.849,39.0566
3313,-104.857,39.5951
3382,-104.7703,38.3428
3533,-104.8972,39.7697
3566,-104.879,39.6518
3582,-104.7217,38.8563
3805,-105.0436,38.9803
3824,-105.053,39.8273
3867,-104.9888,39.9421
4196,-104.8114,39.6735
4284,-105.0814,39.7228
4288,-105.0466,39.917
4335,-104.6081,38.9394
4377,-107.572,40.5142
4567,-104.903,39.9289
4599,-104.99,40.5245
4639,-104.624,39.3605
5002,-105.0902,39.6084
5033,-103.8036,40.2628
5049,-105.1514,39.6074
5051,-104.754,40.4232
5099,-108.5856,39.0796
5123,-104.7215,38.9416
5137,-104.705,39.6062
5232,-107.7695,39.524
5334,-104.7734,39.7614
5341,-105.1452,39.9264
5370,-105.1016,40.2036
5458,-108.0513,38.753
5676,-105.0213,39.6776
5957,-105.0614,39.7776
1891,-72.538,41.8067
1980,-71.8893,41.9234
2022,-72.1764,41.741
2144,-73.0815,41.8191
2163,-73.1134,41.2914
2170,-72.1225,41.5049
2200,-72.0651,41.3699
2232,-72.8308,41.2814
2282,-72.607,41.9196
2284,-73.028,41.4706
2299,-72.7119,41.6055
2303,-72.7478,41.784
2305,-72.9377,41.6873
2331,-72.157,41.3696
2371,-72.8107,41.4775
2585,-73.1156,41.2015
2719,-72.8976,41.6976
2854,-71.9887,41.5871
2896,-73.0523,41.3134
2897,-72.8721,41.6213
2898,-72.3816,41.2967
2899,-72.8538,41.8122
2900,-72.6559,41.6823
2954,-73.4182,41.1585
2965,-72.7185,41.6634
3543,-73.4135,41.4106
3544,-72.6753,41.2882
3545,-72.9178,41.3738
3546,-73.4198,41.552
3547,-73.4487,41.0962
3548,-73.0074,41.5652
3803,-72.9778,41.2707
5095,-72.7119,41.7398
5294,-73.0316,41.239
5439,-72.8774,41.3202
5777,-71.9135,41.7969
5941,-77.012,38.9009
5968,-77.028,38.9617
1736,-75.5705,39.2115
1741,-75.4352,38.9294
2419,-75.1292,38.7281
2460,-75.5892,38.6675
2555,-75.622,39.6535
2791,-75.4015,38.7022
3802,-75.7268,39.4522
5039,-75.5412,39.1055
5436,-75.6188,39.7338
174,-80.7535,28.3948
488,-84.5935,30.5564
528,-82.53,27.4478
538,-82.3388,29.6772
547,-82.1189,27.9859
551,-81.6686,29.6583
563,-81.2803,28.9119
579,-81.3256,29.8562
580,-81.8444,27.9042
582,-81.0235,29.1161
613,-81.1092,29.2608
623,-81.9019,26.6818
649,-80.8449,28.5559
666,-81.497,27.5129
697,-82.1688,29.1586
705,-81.6731,28.8177
706,-82.1898,28.2705
713,-82.1869,28.342
718,-81.816,28.0601
721,-82.1397,27.0139
725,-81.639,28.1267
759,-81.8137,27.5729
767,-82.6781,30.1799
769,-82.4049,27.0493
771,-80.6656,28.3564
778,-82.012,26.8938
779,-81.9571,27.9992
800,-81.899,28.8425
811,-81.8265,27.2059
814,-80.8298,27.2219
817,-81.4587,28.3018
818,-85.8049,30.1799
819,-81.9395,26.6197
857,-81.2842,28.7616
859,-81.5544,27.8927
860,-81.3029,29.0611
890,-81.2194,28.5673
908,-81.4236,28.4482
919,-86.6415,30.4409
925,-82.3022,27.9816
929,-80.2873,27.2655
931,-80.4432,27.6367
941,-82.2708,27.8919
942,-81.5328,28.5502
943,-81.3234,28.6353
944,-86.5672,30.7279
955,-81.4678,28.6504
956,-80.5818,28.1368
959,-82.1416,28.6676
960,-82.4546,29.0611
967,-82.6279,28.4588
968,-81.7235,28.0041
973,-80.3787,27.4188
974,-80.6483,28.0361
977,-81.4563,30.6475
987,-81.8708,26.527
988,-82.4671,28.1829
990,-87.1163,30.6021
994,-82.6693,28.2057
1004,-82.6163,27.4622
1029,-82.5501,28.7624
1032,-85.6464,30.2265
1068,-80.4785,27.8268
1077,-84.2208,30.4276
1079,-80.9924,29.0153
1081,-82.3741,29.6261
1082,-81.6277,30.177
1083,-81.7529,30.3047
1084,-81.3128,28.505
1085,-82.7186,28.2813
1086,-81.3147,28.2527
1087,-80.2184,27.1579
1090,-81.7513,30.2483
1104,-82.3926,28.8577
1119,-81.7627,26.1252
1134,-86.1251,30.7046
1171,-82.5047,27.3893
1172,-81.4626,30.2847
1173,-81.5627,30.2836
1182,-81.2199,29.553
1203,-82.3296,27.7169
1205,-82.1074,30.2637
1207,-85.591,30.1594
1213,-82.5036,28.5333
1219,-81.7053,30.4523
1220,-81.4604,28.5168
1222,-87.2716,30.5274
1223,-84.2283,30.5425
1224,-87.1912,30.4965
1225,-81.7688,30.1378
1245,-81.9749,28.1198
1283,-82.1305,29.9194
1297,-82.8701,29.5023
1349,-80.2543,26.168
1362,-86.4497,30.3896
1374,-81.4211,28.66
1375,-85.1906,30.7272
1387,-80.2032,26.2747
1390,-82.6878,27.8458
1391,-81.03,29.1735
1398,-80.1143,26.5749
1408,-84.3605,30.4591
1436,-80.1426,26.6495
1444,-81.5441,30.3413
1482,-82.5589,28.0269
1501,-82.5027,28.0858
1511,-80.2504,25.9935
1513,-82.7405,28.0938
1517,-80.0962,26.2934
1541,-80.2008,26.6905
1589,-80.1244,26.4362
1590,-80.2958,25.9355
1605,-87.2771,30.4385
1680,-80.4485,25.6853
